timestamp,P_aeration_kw,P_pumps_kw,P_total_kw,generation_method
2023-01-01 00:00:00,1140.5489806655587,750.0,1890.5489806655587,QSDsan-BSM1
2023-01-01 01:00:00,1033.8848758327183,750.0,1800.0,QSDsan-BSM1
2023-01-01 02:00:00,1063.6443893984015,750.0,1813.6443893984015,QSDsan-BSM1
2023-01-01 03:00:00,1061.442183189037,750.0,1811.442183189037,QSDsan-BSM1
2023-01-01 04:00:00,983.2346082805581,750.0,1800.0,QSDsan-BSM1
2023-01-01 05:00:00,1095.155944069217,750.0,1845.155944069217,QSDsan-BSM1
2023-01-01 06:00:00,1268.2795321337155,750.0,2018.2795321337155,QSDsan-BSM1
2023-01-01 07:00:00,1357.8738157284936,750.0,2107.8738157284934,QSDsan-BSM1
2023-01-01 08:00:00,1425.8230248646473,750.0,2175.8230248646473,QSDsan-BSM1
2023-01-01 09:00:00,1378.422766397654,750.0,2128.422766397654,QSDsan-BSM1
2023-01-01 10:00:00,1383.1399166187366,750.0,2133.1399166187366,QSDsan-BSM1
2023-01-01 11:00:00,1302.7404900546246,750.0,2052.7404900546244,QSDsan-BSM1
2023-01-01 12:00:00,1217.0805869537394,750.0,1967.0805869537394,QSDsan-BSM1
2023-01-01 13:00:00,1234.1311174317382,750.0,1984.1311174317382,QSDsan-BSM1
2023-01-01 14:00:00,1213.5595123048322,750.0,1963.5595123048322,QSDsan-BSM1
2023-01-01 15:00:00,1191.8481364587435,750.0,1941.8481364587435,QSDsan-BSM1
2023-01-01 16:00:00,1292.4087759162428,750.0,2042.4087759162428,QSDsan-BSM1
2023-01-01 17:00:00,1302.7625357459692,750.0,2052.762535745969,QSDsan-BSM1
2023-01-01 18:00:00,1432.863433455985,750.0,2182.8634334559847,QSDsan-BSM1
2023-01-01 19:00:00,1419.4724784261966,750.0,2169.4724784261966,QSDsan-BSM1
2023-01-01 20:00:00,1392.8082851298316,750.0,2142.8082851298313,QSDsan-BSM1
2023-01-01 21:00:00,1321.885150711023,750.0,2071.885150711023,QSDsan-BSM1
2023-01-01 22:00:00,1345.7545052781923,750.0,2095.7545052781925,QSDsan-BSM1
2023-01-01 23:00:00,1255.556425187399,750.0,2005.556425187399,QSDsan-BSM1
2023-01-02 00:00:00,1111.47595255811,750.0,1861.47595255811,QSDsan-BSM1
2023-01-02 01:00:00,1061.6360085238623,750.0,1811.6360085238623,QSDsan-BSM1
2023-01-02 02:00:00,1055.1465910987458,750.0,1805.1465910987458,QSDsan-BSM1
2023-01-02 03:00:00,1038.6630771390296,750.0,1800.0,QSDsan-BSM1
2023-01-02 04:00:00,1078.0192982848714,750.0,1828.0192982848714,QSDsan-BSM1
2023-01-02 05:00:00,1164.7288955029148,750.0,1914.7288955029148,QSDsan-BSM1
2023-01-02 06:00:00,1349.1103084116103,750.0,2099.1103084116103,QSDsan-BSM1
2023-01-02 07:00:00,1354.5690761127842,750.0,2104.5690761127844,QSDsan-BSM1
2023-01-02 08:00:00,1406.3198593152683,750.0,2156.3198593152683,QSDsan-BSM1
2023-01-02 09:00:00,1380.3050360268467,750.0,2130.3050360268467,QSDsan-BSM1
2023-01-02 10:00:00,1372.900358207904,750.0,2122.900358207904,QSDsan-BSM1
2023-01-02 11:00:00,1317.0680585186983,750.0,2067.0680585186983,QSDsan-BSM1
2023-01-02 12:00:00,1210.1492064410475,750.0,1960.1492064410475,QSDsan-BSM1
2023-01-02 13:00:00,1155.6973563342704,750.0,1905.6973563342704,QSDsan-BSM1
2023-01-02 14:00:00,1162.1433188600606,750.0,1912.1433188600606,QSDsan-BSM1
2023-01-02 15:00:00,1252.5138894075685,750.0,2002.5138894075685,QSDsan-BSM1
2023-01-02 16:00:00,1307.6705949838793,750.0,2057.6705949838793,QSDsan-BSM1
2023-01-02 17:00:00,1363.1396848294403,750.0,2113.1396848294403,QSDsan-BSM1
2023-01-02 18:00:00,1371.4131876222207,750.0,2121.413187622221,QSDsan-BSM1
2023-01-02 19:00:00,1431.0693571244694,750.0,2181.069357124469,QSDsan-BSM1
2023-01-02 20:00:00,1405.178912726954,750.0,2155.178912726954,QSDsan-BSM1
2023-01-02 21:00:00,1358.1673154134205,750.0,2108.1673154134205,QSDsan-BSM1
2023-01-02 22:00:00,1331.9959181291156,750.0,2081.9959181291156,QSDsan-BSM1
2023-01-02 23:00:00,1270.9595998931193,750.0,2020.9595998931193,QSDsan-BSM1
2023-01-03 00:00:00,1156.0352202738213,750.0,1906.0352202738213,QSDsan-BSM1
2023-01-03 01:00:00,1078.6814913352177,750.0,1828.6814913352177,QSDsan-BSM1
2023-01-03 02:00:00,1045.665976039845,750.0,1800.0,QSDsan-BSM1
2023-01-03 03:00:00,1049.5414767730203,750.0,1800.0,QSDsan-BSM1
2023-01-03 04:00:00,1003.4773441020873,750.0,1800.0,QSDsan-BSM1
2023-01-03 05:00:00,1134.9833309290136,750.0,1884.9833309290136,QSDsan-BSM1
2023-01-03 06:00:00,1244.9313211924987,750.0,1994.9313211924987,QSDsan-BSM1
2023-01-03 07:00:00,1345.5980380320875,750.0,2095.5980380320875,QSDsan-BSM1
